sentence#,words,pos,ner
1763,पार्टर्ीी,NN,O
1763,अर्,JX,O
1763,का,IKO,O
1763,नेता,NN,O
1763,रामचन्द्र,NP,B-PER
1763,पौडेल,NP,I-PER
1763,दोस्रो,MOM,O
1763,मर्यादाक्रम,NN,O
1763,मा,II,O
1763,रहे,VE,O
1763,को,IKM,O
1763,तर्क,NN,O
1763,गरे,VE,O
1763,का,IKO,O
1763,थिए,VVYX2,O
1763,।,YF,O
1764,आन्तरिक,JX,O
1764,समुह,NN,O
1764,र,CC,O
1764,कार्यसम्पाद,NN,O
1764,तथा,CC,O
1764,मुल्यांकन,NN,O
1764,बाट,II,O
1764,सहसचिव,NN,O
1764,मा,II,O
1764,बढुवा,NN,O
1764,भए,VE,O
1764,का,IKO,O
1764,विजयराज,NN,B-PER
1764,पौड्याल,NP,I-PER
1764,यमबहादुर,NN,I-PER
1764,थापा,NP,I-PER
1764,गौरीशंकर,NN,I-PER
1764,तिमला,NN,I-PER
1764,र,CC,O
1764,राजदेव,NN,B-PER
1764,प्रसाद,NP,I-PER
1764,यादब,NN,I-PER
1764,को,IKM,O
1764,पदस्थापन,NN,O
1764,मा,II,O
1764,मन्त्रालय,NN,O
1764,ले,IE,O
1764,ढि,NN,O
1764,लाई,IA,O
1764,गरे,VE,O
1764,को,IKM,O
1764,हो,VVYN1,O
1764,।,YF,O
1765,महिला,NN,O
1765,समूह,NN,O
1765,काता,NN,O
1765,मा,II,O
1765,जमुना,NN,B-PER
1765,र्राई,NN,I-PER
1765,जमुना,NN,I-PER
1765,तामाङ,NP,I-PER
1765,र,CC,O
1765,पुष्पा,NN,B-PER
1765,र्राई,NN,I-PER
1765,को,IKM,O
1765,समूह,NN,O
1765,ले,IE,O
1765,थप,JX,O
1765,अर्,JX,O
1765,को,IKM,O
1765,स्वर्ण,NN,O
1765,दिलायो,NN,O
1765,।,YF,O
1766,स्थानीय,JX,O
1766,बासिन्दा,NN,O
1766,र,CC,O
1766,प्रहरी,NN,O
1766,मिलेर,VQ,O
1766,बेपत्ता,JX,O
1766,जना,MLX,O
1766,को,IKM,O
1766,व्यापक,JX,O
1766,रूपमा,NN,O
1766,खो,NN,O
1766,जी,NN,O
1766,भइरहे,VE,O
1766,को,IKM,O
1766,रौतहट,NP,B-LOC
1766,का,IKO,O
1766,प्रहरी,NN,O
1766,उपरीक्षक,NN,O
1766,घनान्द,NN,B-PER
1766,भट्ट,NP,I-PER
1766,ले,IE,O
1766,बताए,VE,O
1766,।,YF,O
1767,नगर,NN,O
1767,समिति,NN,O
1767,का,IKO,O
1767,सचिव,NN,O
1767,सुनीलचन्द्र,NN,B-PER
1767,श्रेष्ठ,JX,I-PER
1767,एक्लै,NN,O
1767,भए,VE,O
1767,पनि,TT,O
1767,चारतारे,NN,O
1767,झण्डा,NN,O
1767,लिएर,VQ,O
1767,किन,RK,O
1767,हो,VVYN1,O
1767,कुन्नि,DDX,O
1767,उफ्रिदै,NN,O
1767,हल्लाउँदै,NN,O
1767,थिए,VVYX2,O
1767,।,YF,O
1768,तुमने,NN,O
1768,माबाप,NN,O
1768,की,IKF,O
1768,ही,NN,O
1768,नहीँ,NN,O
1768,देश,NN,O
1768,का,IKO,O
1768,ही,NN,O
1768,गौरव,NN,B-PER
1768,बढाया,NN,O
1768,है,TT,O
1768,।,YF,O
1769,तेल,NN,O
1769,डिजल,NN,O
1769,लगायत,II,O
1769,का,IKO,O
1769,सामान,NN,O
1769,हरू,IH,O
1769,को,IKM,O
1769,मूल्य,NN,O
1769,बढ्ने,VN,O
1769,वित्ति,NN,O
1769,कै,IKX,O
1769,त्यस,DDX,O
1769,बाट,II,O
1769,जनसाधारण,NN,O
1769,मा,II,O
1769,पर्न,VI,O
1769,जाने,VN,O
1769,आर्थिक,JX,O
1769,भार,NN,O
1769,ढुवानी-यातायात,NN,O
1769,तर्फ,II,O
1769,वर्तमान,JX,O
1769,सरकार,NN,O
1769,ले,IE,O
1769,बिल्कुलै,RR,O
1769,ध्यान,NN,O
1769,दिए,VE,O
1769,को,IKM,O
1769,छैन,VVYN1,O
1769,।,YF,O
1770,यस,DDX,O
1770,को,IKM,O
1770,प्रत्युत्तर,NN,O
1770,मा,II,O
1770,मोहन,NP,B-PER
1770,वैद्य,NP,I-PER
1770,किरण,NN,I-PER
1770,पक्षीय,JX,O
1770,माओवादी,NN,B-ORG
1770,मन्त्री,NN,O
1770,मातृ,NN,B-PER
1770,का,IKO,O
1770,यादव,NP,B-PER
1770,ले,IE,O
1770,आफ्नै,PRFKX,O
1770,अगुवाइ,NN,O
1770,मा,II,O
1770,सुकुम्बासी,NN,O
1770,हरूलाई,NN,O
1770,पुनःस्थापित,NN,O
1770,गरे,VE,O
1770,।,YF,O
1771,विश्वास,NN,O
1771,गरौँ,NN,O
1771,आज,NN,O
1771,को,IKM,O
1771,अवस्था,NN,O
1771,सम्म,II,O
1771,खुलेआम,JX,O
1771,भोग,NN,O
1771,गर्न,VI,O
1771,नसकिने,VN,O
1771,कडा,JX,O
1771,रक्सी,NN,O
1771,का,IKO,O
1771,रूपमा,NN,O
1771,रहे,VE,O
1771,का,IKO,O
1771,राप्रपा,NN,B-ORG
1771,का,IKO,O
1771,धारा,NN,O
1771,हरू,IH,O
1771,विस्तारै,RR,O
1771,सुपाच्य,NN,O
1771,हुने,VN,O
1771,हल्,NN,O
1771,का,IKO,O
1771,विचार,NN,O
1771,मा,II,O
1771,परिणत,JX,O
1771,हुनेछन्,VVYX2,O
1771,।,YF,O
1772,पंच,NN,O
1772,पार्टी,NN,O
1772,हरू,IH,O
1772,लाई,IA,O
1772,काँग्रेस,NN,B-ORG
1772,बामपंथी,NN,O
1772,दुबै,MM,O
1772,ले,IE,O
1772,आक्रमण,NN,O
1772,गरिरहे,VE,O
1772,का,IKO,O
1772,छन्,VVYX2,O
1772,भने,TT,O
1772,स्थिति,NN,O
1772,हेरेर,VQ,O
1772,आफै,PRF,O
1772,मारमुग्री,NN,O
1772,गरिरहे,VE,O
1772,का,IKO,O
1772,छन्,VVYX2,O
1772,।,YF,O
1773,सिमा,NN,O
1773,मा,II,O
1773,सद्भाव,NN,O
1773,भन्ने,VN,O
1773,नारा,NN,O
1773,का,IKO,O
1773,साथ,NN,O
1773,आयोजना,NN,O
1773,गरिए,VE,O
1773,को,IKM,O
1773,यो,DDX,O
1773,कार्यक्रम,NN,O
1773,मा,II,O
1773,नेपाल,NP,B-LOC
1773,का,IKO,O
1773,चर्चित,JX,O
1773,कलाकार,NN,O
1773,तथा,CC,O
1773,गायक,NN,O
1773,गायिका,NN,O
1773,ले,IE,O
1773,आफ्नो,PRFKM,O
1773,बेजोड,NN,O
1773,प्रस्तुत,JX,O
1773,राखे,VE,O
1773,का,IKO,O
1773,छन्,VVYX2,O
1773,।,YF,O
1774,अमेरकिा,NN,B-LOC
1774,मा,II,O
1774,यो,DDX,O
1774,सङ्कट,NN,O
1774,पपुलर,NN,O
1774,डिफल्ट,NN,O
1774,का,IKO,O
1774,नाम,NN,O
1774,ले,IE,O
1774,चर्चित,JX,O
1774,भएको,NN,O
1774,छ,VVYN1,O
1774,।,YF,O
1775,शुक्रबार,NN,O
1775,बस्ने,VN,O
1775,बैठक,NN,O
1775,मा,II,O
1775,अध्यक्ष,NN,O
1775,प्रचण्ड,NN,B-PER
1775,ले,IE,O
1775,उपाध्यक्ष,NN,O
1775,मा,II,O
1775,मोहन,NP,B-PER
1775,वैद्य,NP,I-PER
1775,किरण,NN,I-PER
1775,डा,NN,O
1775,बाबुराम,NP,B-PER
1775,भट्टराई,NP,I-PER
1775,नारायण,NP,I-PER
1775,का,IKO,I-PER
1775,जी,NN,O
1775,श्रेष्ठ,JX,B-PER
1775,महासचिव,NN,O
1775,मा,II,O
1775,रामबहादुर,NN,B-PER
1775,थापा,NP,I-PER
1775,बादल,NN,O
1775,र,CC,O
1775,सचिव,NN,O
1775,मा,II,O
1775,सिपी,NN,B-PER
1775,गजुरेल,NP,I-PER
1775,र,CC,O
1775,पोष्टबहादुर,NN,B-PER
1775,बोगटी,NP,I-PER
1775,लाई,IA,O
1775,प्रस्ताव,NN,O
1775,गर्ने,VN,O
1775,बुझिए,VE,O
1775,को,IKM,O
1775,छ,VVYN1,O
1775,।,YF,O
1776,काठमाडौं,NP,B-LOC
1776,यतिखेर,RD,O
1776,मोबाइल,NN,O
1776,मय,NN,O
1776,भएको,NN,O
1776,छ,VVYN1,O
1776,सुन्धारा,NN,B-LOC
1776,स्थित,NP,O
1776,सिभिल,NN,B-ORG
1776,ट्रेड,NN,I-ORG
1776,सेन्टर,NN,I-ORG
1776,मा,II,O
1776,नेपाली,JX,O
1776,सिने,NN,O
1776,जगत,NN,O
1776,कै,IKX,O
1776,सबै,JX,O
1776,भन्दा,II,O
1776,सुन्दर,JX,B-PER
1776,नायि,NN,O
1776,का,IKO,O
1776,करिश्,NN,B-PER
1776,मा,II,O
1776,मानन्धर,NP,B-PER
1776,ले,IE,O
1776,गत,JX,O
1776,बुधबार,NN,O
1776,उक्त,DDX,O
1776,एक्स्पो,NN,O
1776,को,IKM,O
1776,उद्घाटन,NN,O
1776,गरिन्,VVYM1F,O
1776,।,YF,O
1777,उहाँ,PXH,O
1777,लाई,IA,O
1777,यसै,DDX,O
1777,अवसर,NN,O
1777,मा,II,O
1777,भारत,NP,B-LOC
1777,को,IKM,O
1777,संविधान,NN,O
1777,नेपाली,JX,O
1777,भाषा,NN,O
1777,मा,II,O
1777,अनुवाद,NN,O
1777,गर्न,VI,O
1777,सफल,JX,O
1777,भएबापत्,NN,O
1777,हिमाली,NN,O
1777,आधुनिक,JX,O
1777,अनि,CC,O
1777,लोक,NN,B-ORG
1777,साँस्कृतिक,NN,I-ORG
1777,संघ,NN,I-ORG
1777,को,IKM,O
1777,तर्फ,II,O
1777,बाट,II,O
1777,यस,DDX,O
1777,प्रशंसनीय,JX,O
1777,कार्य,NN,O
1777,प्रति,II,O
1777,बधाइ,NN,O
1777,दिइयो,VVYN1,O
1777,।,YF,O
1778,नवनिर्वाचित,NN,O
1778,प्रधानमन्त्री,NN,O
1778,श्री,NN,O
1778,कोइराला,NP,B-PER
1778,ले,IE,O
1778,प्रजातन्त्र,NN,O
1778,लाई,IA,O
1778,दरो,JM,O
1778,पारी,VQ,O
1778,नयाँ,JX,O
1778,नेपाल,NP,B-LOC
1778,लाई,IA,O
1778,विक,NN,O
1778,सित,II,O
1778,गर्न,VI,O
1778,आज,NN,O
1778,हरेक,JX,O
1778,नेपाली,JX,O
1778,ले,IE,O
1778,आफ्नै,PRFKX,O
1778,जिम्मे,NN,O
1778,वारी,NN,O
1778,ठानी,VQ,O
1778,अनुशा,NN,O
1778,सित,II,O
1778,रूप,NN,O
1778,मा,II,O
1778,कर्तव्यरत,NN,O
1778,रहने,VN,O
1778,बेला,NN,O
1778,आए,VE,O
1778,को,IKM,O
1778,छ,VVYN1,O
1778,भन्नु,VI,O
1778,हुँदै,VDX,O
1778,नेपाल,NP,B-LOC
1778,मा,II,O
1778,ठूलो,JM,O
1778,सङ्घर्ष,NN,O
1778,र,CC,O
1778,शहीद,NN,O
1778,को,IKM,O
1778,बलिदान,NN,O
1778,बाट,II,O
1778,पुनः,RR,O
1778,प्राप्त,JX,O
1778,प्रजातन्त्र,NN,O
1778,को,IKM,O
1778,जगेर्ना,NN,O
1778,गर्ने,VN,O
1778,दायित्व,NN,O
1778,सम्सद,JX,O
1778,मा,II,O
1778,बहुमत,NN,O
1778,प्राप्त,JX,O
1778,नेपाली,JX,B-ORG
1778,काँग्रेस,NN,I-ORG
1778,र,CC,O
1778,विपक्षी,NN,O
1778,दल,NN,O
1778,को,IKM,O
1778,मात्र,TT,O
1778,जिम्मे,NN,O
1778,वारी,NN,O
1778,हो,VVYN1,O
1778,भनेर,VQ,O
1778,बस्ने,VN,O
1778,होइन,VVYN1,O
1778,बरु,CC,O
1778,यो,DDX,O
1778,जिम्मे,NN,O
1778,वारी,NN,O
1778,त,TT,O
1778,समस्त,JX,O
1778,राजनीतिक,JX,O
1778,दल,NN,O
1778,हरू,IH,O
1778,को,IKM,O
1778,समस्त,JX,O
1778,बुद्धिजीवी,NN,O
1778,को,IKM,O
1778,र,CC,O
1778,सर्वसाधारण,JX,O
1778,जनता,NN,O
1778,को,IKM,O
1778,पनि,TT,O
1778,हो,VVYN1,O
1778,भनी,VQ,O
1778,कार्य,NN,O
1778,गर्नु,VI,O
1778,पर्छ,VVYN1,O
1778,भन्ने,VN,O
1778,कुरा,NN,O
1778,श्री,NN,O
1778,कोइराला,NP,B-PER
1778,ले,IE,O
1778,स्पष्ट,JX,O
1778,पार्नु,VI,O
1778,भयो,VVYN1,O
1778,।,YF,O
1779,क्रेमलिन,NN,B-LOC
1779,का,IKO,O
1779,प्रतिक्रान्ति,NN,O
1779,कारी,NN,O
1779,हरू,IH,O
1779,को,IKM,O
1779,षड्यन्त्र,NN,O
1779,विफल,JX,O
1779,भए,VE,O
1779,को,IKM,O
1779,घोषणा,NN,O
1779,पनि,TT,O
1779,सर्वप्रथम,RR,O
1779,बोरिस,NN,B-PER
1779,यल्तसिन,NN,I-PER
1779,ले,IE,O
1779,नै,TT,O
1779,रूसी,NN,O
1779,सम्सद,JX,O
1779,को,IKM,O
1779,रक्षा,NN,O
1779,मा,II,O
1779,जीउ,NN,O
1779,छाडेर,VQ,O
1779,रात,NN,O
1779,दिन,NN,O
1779,सम्सद,JX,O
1779,बाहिर,RR,O
1779,बसे,VE,O
1779,का,IKO,O
1779,हजारौं,MM,O
1779,सोभियत,NP,O
1779,नागरिक,NN,O
1779,र,CC,O
1779,ती,DDX,O
1779,टैंक,NN,O
1779,र,CC,O
1779,बख्तरबन्द,NN,O
1779,गाडी,NN,O
1779,का,IKO,O
1779,जवान,NN,O
1779,हरू,IH,O
1779,सामु,II,O
1779,गर्नु,VI,O
1779,भए,VE,O
1779,को,IKM,O
1779,थियो,VVYN1,O
1779,।,YF,O
1780,स्पेन,NP,B-LOC
1780,विश्व,NN,O
1780,फुटबल,NN,O
1780,को,IKM,O
1780,क्षेत्र,NN,O
1780,मा,II,O
1780,दरलिो,NN,O
1780,टिम,NN,O
1780,मानि,NN,O
1780,दैन,NN,O
1780,।,YF,O
1781,समुदाय,NN,O
1781,र,CC,O
1781,सरकार,NN,O
1781,ले,IE,O
1781,शिक्षक,NN,O
1781,सङ्घसङ्गठन,NN,O
1781,अनि,CC,O
1781,युनियन,NN,O
1781,लाई,IA,O
1781,राजनीतिक,JX,O
1781,नेता,NN,O
1781,का,IKO,O
1781,रूपमा,NN,O
1781,होइन,VVYN1,O
1781,पढाउने,VN,O
1781,शिक्षक,NN,O
1781,का,IKO,O
1781,रूपमा,NN,O
1781,आदर,NN,O
1781,र,CC,O
1781,सम्मान,NN,O
1781,गर्न,VI,O
1781,सक्नुपर्छ,VVYN1,O
1781,।,YF,O
1782,प्रकाश,NN,B-PER
1782,तिमल्सिना,NN,I-PER
1782,काठमाडौं,NP,B-LOC
1782,माघ,NN,O
1782,मधेसी,NN,B-ORG
1782,जनअधिकार,JX,I-ORG
1782,फोरम,NN,I-ORG
1782,लोकतान्त्रिक,JX,I-ORG
1782,का,IKO,O
1782,अध्यक्ष,NN,O
1782,तथा,CC,O
1782,उपप्रधानमन्त्री,NN,O
1782,विजयकुमार,NN,B-PER
1782,गच्छदार,NP,I-PER
1782,ले,IE,O
1782,आफ्नो,PRFKM,O
1782,पार्टी,NN,O
1782,ले,IE,O
1782,प्रतिबद्धता,NN,O
1782,गरे,VE,O
1782,अनुसार,II,O
1782,हजार,MM,O
1782,सर्वसाधारण,JX,O
1782,सभा,NN,O
1782,मा,II,O
1782,ल्याउन,VI,O
1782,नसक्ने,VN,O
1782,जान,VI,O
1782,कारी,NN,O
1782,दिए,VE,O
1782,का,IKO,O
1782,छन्,VVYX2,O
1782,।,YF,O
1783,सेना,NN,B-ORG
1783,सग,NN,O
1783,मागे,VE,O
1783,को,IKM,O
1783,नक्सा,NN,O
1783,को,IKM,O
1783,भर,NN,O
1783,मा,II,O
1783,वर्षघि,NN,O
1783,शरद,NP,B-PER
1783,र,CC,O
1783,उन,DDX,O
1783,को,IKM,O
1783,टोली,NN,O
1783,गाउपुग्यो,NN,O
1783,।,YF,O
1784,त्यसकारण,RR,O
1784,पनि,TT,O
1784,राजधानी,NN,O
1784,का,IKO,O
1784,फुटबलप्रेमी,NN,O
1784,जमात,NN,O
1784,मा,II,O
1784,केही,MM,O
1784,निराशा,NN,O
1784,उत्पन्न,JX,O
1784,भएको,NN,O
1784,बताउछन्,NN,O
1784,स्पोर्टर्स,NN,O
1784,बार,NN,O
1784,का,IKO,O
1784,सञ्चालक,NN,O
1784,विश्वेश्वर,NN,B-PER
1784,तण्डुकार,NN,I-PER
1784,।,YF,O
1785,कैयौं,MM,O
1785,विद्यार्थी,NN,O
1785,भागेर,VQ,O
1785,इञ्जिनियरिङ,NN,B-ORG
1785,क्याम्पस,NN,I-ORG
1785,भित्र,II,O
1785,पसे,VE,O
1785,।,YF,O
1786,यसै,DDX,O
1786,बीच,NN,O
1786,एथलेटिक्स,NN,B-ORG
1786,संघ,NN,I-ORG
1786,का,IKO,O
1786,महासचिव,NN,O
1786,रवि,NP,B-PER
1786,राजकणिर्कार,NN,I-PER
1786,ले,IE,O
1786,खुला,JX,O
1786,छनोट,JX,O
1786,प्रतियोगिता,NN,O
1786,आयोजना,NN,O
1786,गरी,VQ,O
1786,खेलाडी,NN,O
1786,छनोट,JX,O
1786,भएको,NN,O
1786,दाबी,NN,O
1786,गरे,VE,O
1786,।,YF,O
1787,पत्रकारिता,NN,O
1787,को,IKM,O
1787,मध्यम,JX,O
1787,बाट,II,O
1787,धरान,NP,B-LOC
1787,नगर,NN,O
1787,को,IKM,O
1787,बिकास,NN,O
1787,मा,II,O
1787,योग्दाग,NN,O
1787,गरे,VE,O
1787,को,IKM,O
1787,भन्दै,VDX,O
1787,धरान,NP,B-LOC
1787,कोरिया,NP,I-LOC
1787,सहयोग,NN,O
1787,समिति,NN,O
1787,का,IKO,O
1787,पूर्व,NN,B-LOC
1787,अध्यक्ष,NN,O
1787,तथा,CC,O
1787,नेपाली,JX,O
1787,कोरिया,NP,B-LOC
1787,डटकम,NN,B-ORG
1787,का,IKO,O
1787,प्रधान,JX,O
1787,सम्पादक,NN,O
1787,डम्बर,NN,B-PER
1787,सुब्बा,NP,I-PER
1787,र,CC,O
1787,सुनसरी,NP,B-LOC
1787,हेल्पीङ,NN,B-ORG
1787,हेन्डस,NN,I-ORG
1787,कोरिया,NP,B-LOC
1787,का,IKO,O
1787,अध्यक्ष,NN,O
1787,रबी,NN,B-PER
1787,श्रेष्ठ,JX,I-PER
1787,ले,IE,O
1787,सं,FB,O
1787,युक्त,JX,O
1787,रुपमा,NN,O
1787,सम्मान,NN,O
1787,गरे,VE,O
1787,का,IKO,O
1787,थिए,VVYX2,O
1787,।,YF,O
1788,नेपाल,NP,B-LOC
1788,को,IKM,O
1788,लोडसेडिङ,NN,O
1788,हेर्न,VI,O
1788,मिल्ने,VN,O
1788,एप्स,NN,O
1788,पनि,TT,O
1788,उपलब्ध,JX,O
1788,छ,VVYN1,O
1788,।,YF,O
1789,सुरक्षा,NN,O
1789,सैनिक,NN,O
1789,हरू,IH,O
1789,ले,IE,O
1789,आज,NN,O
1789,बाबुनिया,NN,B-LOC
1789,को,IKM,O
1789,पश्चिम,NN,O
1789,तर्फ,II,O
1789,अघि,RR,O
1789,बढदा,NN,O
1789,तमिल,NN,O
1789,छापामार,NN,O
1789,हरू,IH,O
1789,को,IKM,O
1789,कडा,JX,O
1789,प्रतिरोध,NN,O
1789,बेहोर्नु,NN,O
1789,परे,VE,O
1789,को,IKM,O
1789,श्रीलङ्,NN,B-LOC
1789,का,IKO,O
1789,को,IKM,O
1789,समाचार,NN,O
1789,समिति,NN,O
1789,ले,IE,O
1789,जनाए,VE,O
1789,को,IKM,O
1789,छ,VVYN1,O
1789,।,YF,O
1790,तर,CC,O
1790,प्रचण्ड,NN,B-PER
1790,पथ,NN,O
1790,को,IKM,O
1790,मनचिन्ते,NN,O
1790,झोली,NN,O
1790,मा,II,O
1790,बाहेक,II,O
1790,वस्तुगत,JX,O
1790,जगत्,NN,O
1790,मा,II,O
1790,भने,TT,O
1790,त्यस्तो,DDM,O
1790,चमत्कार,NN,O
1790,को,IKM,O
1790,अस्ितत्व,NN,O
1790,छैन,VVYN1,O
1790,।,YF,O
1791,राष्ट्रपति,NN,O
1791,मा,II,O
1791,पराजित,JX,O
1791,माओवादी,NN,B-ORG
1791,ले,IE,O
1791,संविधानसभा,NN,O
1791,अध्यक्ष्ँ,NN,O
1791,मा,II,O
1791,उम्मेद,NN,O
1791,वारी,NN,O
1791,नदिएर,VQ,O
1791,एमाले,NN,B-ORG
1791,सगको,NN,O
1791,सम्बन्ध,NN,O
1791,सुधार,NN,O
1791,को,IKM,O
1791,थालनी,NN,O
1791,गरे,VE,O
1791,को,IKM,O
1791,विश्वास,NN,O
1791,गरएि,NN,O
1791,को,IKM,O
1791,छ,VVYN1,O
1791,तथापि,CSB,O
1791,माओवादी,NN,B-ORG
1791,विरुद्ध,II,O
1791,रातारात,NN,O
1791,तीनदलीय,NN,O
1791,गठबन्धन,NN,O
1791,निर्माण,NN,O
1791,हुनु,VI,O
1791,लाई,IA,O
1791,संयोग,NN,O
1791,मात्र,TT,O
1791,मान्न,VI,O
1791,सकिन्न,VVYN1,O
1791,।,YF,O
1792,सर,NN,O
1792,कारी,NN,O
1792,वकिल,NN,O
1792,भएर,VQ,O
1792,चितवन,NP,B-LOC
1792,गए,VE,O
1792,का,IKO,O
1792,मोहन,NP,B-PER
1792,बञ्जाडे,NN,I-PER
1792,हाल,NN,O
1792,कानुन,NN,B-ORG
1792,सुधार,NN,I-ORG
1792,आयोग,NN,I-ORG
1792,का,IKO,O
1792,सचिव,NN,O
1792,ले,IE,O
1792,पढाउन,VI,O
1792,था,TT,O
1792,ले,IE,O
1792,श्रेष्ठ,JX,B-PER
1792,व्यक्ति,NN,O
1792,यज्ञ,NN,B-PER
1792,मुर्ति,NN,I-PER
1792,कोइराला,NP,I-PER
1792,ले,IE,O
1792,पनि,TT,O
1792,सहयोग,NN,O
1792,गरे,VE,O
1792,।,YF,O
1793,गाविस,NN,O
1793,सचिव,NN,O
1793,कृष्ण,NP,B-PER
1793,बहादुर,NP,I-PER
1793,रायमाझी,NP,I-PER
1793,ले,IE,O
1793,भने,TT,O
1793,असार,NN,O
1793,मसान्त,NN,O
1793,मा,II,O
1793,काम,NN,O
1793,को,IKM,O
1793,चाप,NN,O
1793,भएका,NN,O
1793,ले,IE,O
1793,आफू,PRF,O
1793,लाई,IA,O
1793,विश्वास,NN,O
1793,लागे,VE,O
1793,को,IKM,O
1793,व्यक्ति,NN,O
1793,लाई,IA,O
1793,रकम,NN,O
1793,वितरण,NN,O
1793,को,IKM,O
1793,जिम्,NN,O
1793,मा,II,O
1793,दिए,VE,O
1793,को,IKM,O
1793,बताए,VE,O
1793,।,YF,O
1794,यो,DDX,O
1794,सन्दर्भ,NN,O
1794,लाई,IA,O
1794,मै,PMX,O
1794,ले,IE,O
1794,यहाँ,RD,O
1794,नि,TT,O
1794,जी,NN,O
1794,विद्यालय,NN,O
1794,बारे,II,O
1794,डाक्टर,NN,O
1794,भट्टराई,NP,B-PER
1794,का,IKO,O
1794,धारणा,NN,O
1794,सँग,II,O
1794,जोड्न,NN,O
1794,खोजे,VE,O
1794,को,IKM,O
1794,हुँ,VVMX1,O
1794,।,YF,O
1795,काठमाडौं,NP,B-LOC
1795,प्रहरी,NN,O
1795,परिसर,NN,O
1795,ले,IE,O
1795,अदालत,NN,B-ORG
1795,ले,IE,O
1795,जरिवाना,NN,O
1795,तोकेर,NN,O
1795,फरार,JX,O
1795,अभि,NN,O
1795,युक्त,JX,O
1795,पक्राउ,NN,O
1795,गरे,VE,O
1795,को,IKM,O
1795,यो,DDX,O
1795,तेस्रोपटक,NN,O
1795,हो,VVYN1,O
1795,।,YF,O
1796,न,CC,O
1796,त,TT,O
1796,कर्मचारीतन्त्र,NN,O
1796,पुलिस,NN,B-ORG
1796,प्रशासन,NN,I-ORG
1796,र,CC,O
1796,सेना,NN,B-ORG
1796,मा,II,O
1796,नै,TT,O
1796,गरिए,VE,O
1796,।,YF,O
1797,महात्मागान्धी,NN,B-PER
1797,को,IKM,O
1797,नेतृत्व,NN,O
1797,अन्तर्गत,II,O
1797,भारत,NP,B-LOC
1797,ीय,NN,O
1797,क्रान्ति,NN,O
1797,मच्चिदै,NN,O
1797,थियो,VVYN1,O
1797,।,YF,O
1798,यस,DDX,O
1798,अघि,RR,O
1798,मधेस,NN,B-LOC
1798,बाहिनी,NN,O
1798,जनतान्त्रिक,NN,B-ORG
1798,मोर्चा,NN,I-ORG
1798,जातीय,NN,O
1798,सेना,NN,B-ORG
1798,का,IKO,O
1798,नाम,NN,O
1798,मा,II,O
1798,देश,NN,O
1798,का,IKO,O
1798,विभिन्न,JX,O
1798,ठाउँ,NN,O
1798,मा,II,O
1798,यस्ता,DDO,O
1798,फौ,NN,O
1798,जी,NN,O
1798,सङ्गठन,NN,O
1798,हरू,IH,O
1798,क्रिया,NN,O
1798,शील,NN,O
1798,छन्,VVYX2,O
1798,।,YF,O
1799,झण्डै,RR,O
1799,एघार,MM,O
1799,घण्टा,NN,O
1799,को,IKM,O
1799,छलफल,NN,O
1799,पछि,II,O
1799,मङ्गलबार,NP,O
1799,बेलु,NN,O
1799,का,IKO,O
1799,युगोस्लाभिया,NP,B-LOC
1799,का,IKO,O
1799,सेना,NN,O
1799,र,CC,O
1799,क्रोएसिया,NN,B-LOC
1799,ले,IE,O
1799,युद्धविराम,NN,O
1799,गर्न,VI,O
1799,सहमति,NN,O
1799,जनाए,VE,O
1799,का,IKO,O
1799,कुरा,NN,O
1799,युरोपेली,JX,O
1799,समुदाय,NN,O
1799,का,IKO,O
1799,निरीक्षण,NN,O
1799,टोली,NN,O
1799,प्रमुख,JX,O
1799,ले,IE,O
1799,यहाँ,RD,O
1799,घोषणा,NN,O
1799,गर्नुभए,VE,O
1799,को,IKM,O
1799,छ,VVYN1,O
1799,।,YF,O
1800,उन,DDX,O
1800,ले,IE,O
1800,सहमति,NN,O
1800,मा,II,O
1800,माओवादी,NN,B-ORG
1800,अवरोधक,NN,O
1800,रहेका,NN,O
1800,ले,IE,O
1800,आन्दोलन,NN,O
1800,मात्रै,TT,O
1800,सहमति,NN,O
1800,को,IKM,O
1800,विकल्प,NN,O
1800,भएको,NN,O
1800,बताए,VE,O
1800,।,YF,O
1801,बनेपा,NP,B-LOC
1801,को,IKM,O
1801,पुलबजार,NN,B-LOC
1801,आसपास,NN,O
1801,र,CC,O
1801,धनेश्वरपुल,NN,O
1801,आसपास,NN,O
1801,जग्गा,NN,O
1801,प्लटिङ,NN,O
1801,गर्ने,VN,O
1801,ले,IE,O
1801,खोला,NN,O
1801,को,IKM,O
1801,सिमाना,NN,O
1801,मिचे,NN,O
1801,का,IKO,O
1801,छन्,VVYX2,O
1801,।,YF,O
1802,चालीस,MM,O
1802,वर्ष,NN,O
1802,भन्दा,II,O
1802,बढी,JX,O
1802,देखि,II,O
1802,को,IKM,O
1802,शितयुद्ध,NN,O
1802,समाप्त,JX,O
1802,गरी,VQ,O
1802,अन्तर्राष्ट्रिय,JX,O
1802,सम्बन्ध,NN,O
1802,मा,II,O
1802,आशाप्रद,NN,O
1802,नयाँ,JX,O
1802,युग,NN,O
1802,को,IKM,O
1802,थालनी,NN,O
1802,गरे,VE,O
1802,को,IKM,O
1802,जर्मनी,NP,O
1802,एकीकरण,NN,O
1802,युरोप,NP,B-LOC
1802,को,IKM,O
