sentence#,word,pos,ner
,धार्मिक,JJ,O
,प्रभाव,NN,O
,न,CC,O
,केबल,RP,O
,भारतवर्ष,NNP,B-LOC
,अन्य,DUM,O
,देश,NN,O
,हरू,HRU,O
,मा,POP,O
,पनि,RP,O
,बढ्न,VBI,O
,जाने,VNE,O
,हुन्छ,VBF,O
,।,YF,O
sentence: 276,त्यो,DUM,O
,ब्यक्ति,NN,O
,इतिहास,NN,O
,को,PKO,O
,सर्वश्रेष्‍ठ,JJ,O
,मसीहा,NN,O
,बन्‍नेछ,VBF,O
,।,YF,O
sentence: 277,उ,DUM,O
,संग,POP,O
,आफु,PPR,O
,एक्लै,JJ,O
,ले,PLE,O
,उत्पादित,JJ,O
,यत्ति,DUM,O
,शारीरिक,JJ,O
,संगठन,NN,O
,हुनेछ,VBF,O
,जति,DUM,O
,विश्व,NN,O
,का,PKO,O
,कुनै,DUM,O
,पनि,RP,O
,राष्‍ट्र,NN,O
,का,PKO,O
,सरकार,NN,O
,हरू,HRU,O
,संग,POP,O
,हुने,VNE,O
,छैन,VBF,O
,।,YF,O
sentence: 278,उन,DUM,O
,ले,PLE,O
,संसार,NN,O
,का,PKO,O
,तमाम,JJ,O
,संविधान,NN,O
,को,PKO,O
,लागि,POP,O
,एक,CD,B-MISC
,भाषा,NN,O
,",",YM,O
,एक,CD,B-MISC
,संघीय,JJ,O
,राज्य,NN,O
,",",YM,O
,एक,CD,O
,सर्वोच्च,JJ,O
,न्यायपालिका,NN,O
,एक,CD,B-MISC
,झण्डा,NN,O
,को,PKO,O
,रूप,NN,O
,रेखा,NN,O
,हुनेछ,VBF,O
,।,YF,O
sentence: 279,यस,DUM,O
,प्रयत्‍न,NN,O
,को,PKO,O
,प्रभाव,NN,O
,ले,PLE,O
,मानिस,NN,O
,मानिस,NN,O
,मा,POP,O
,संयम,NN,O
,",",YM,O
,सदाचार,NN,O
,",",YM,O
,न्याय,NN,O
,",",YM,O
,नीति,NN,O
,",",YM,O
,त्याग,NN,O
,र,CC,O
,उदारता,NN,O
,को,PKO,O
,बाजी,NN,O
,लाग्नेछ,VBF,O
,।,YF,O
sentence: 280,हत्या,NN,O
,",",YM,O
,लुटपाट,NN,O
,",",YM,O
,राहजनी,NN,O
,",",YM,O
,चोरी,NN,O
,",",YM,O
,छलकपट,NN,O
,आदि,RBM,O
,अपराध,NN,O
,हरू,HRU,O
,को,PKO,O
,अस्तित्व,NN,O
,सदा,RBM,O
,को,PKO,O
,लागि,POP,O
,समाप्‍त,JJ,O
,भई,VBO,O
,जानेछ,VBF,O
,।,YF,O
sentence: 281,सन्,NN,B-MISC
,1999,CD,I-MISC
,तक,POP,O
,मा,POP,O
,यो,DUM,O
,सारा,JJ,O
,संसार,NN,O
,को,PKO,O
,स्वरूप,NN,O
,नै,RP,O
,बदलि,VBO,O
,जानेछ,VBF,O
,",",YM,O
,अनि,CC,O
,फेरि,RBM,O
,हजारौं,CD,B-MISC
,वर्ष,NN,I-MISC
,सम्म,POP,O
,सुख,NN,O
,शान्ति,NN,O
,को,PKO,O
,जीवन,NN,O
,ब्यतित,JJ,O
,गर्नेछन्,VBF,O
,।,YF,O
sentence: 282,आज,NN,O
,संसार,NN,O
,को,PKO,O
,धर्म,NN,O
,र,CC,O
,संस्कृति,NN,O
,को,PKO,O
,जुन,DUM,O
,स्वरूप,NN,O
,को,PKO,O
,कल्पना,NN,O
,सम्म,POP,O
,पनि,RP,O
,गरे,VBF,O
,को,PKO,O
,छैन,VBF,O
,",",YM,O
,त्यस,DUM,O
,धर्म,NN,O
,को,PKO,O
,तेजी,JJ,O
,को,PKO,O
,साथ,POP,O
,विस्तार,NN,O
,हुनेछ,VBF,O
,र,CC,O
,सम्पूर्ण,JJ,O
,विश्‍व,NN,O
,मा,POP,O
,त्यो,DUM,O
,ढाकि,VBO,O
,जानेछ,VBF,O
,।,YF,O
sentence: 283,यो,DUM,O
,धर्म,NN,O
,र,CC,O
,संस्कृति,NN,O
,पनि,RP,O
,भारतवर्ष,NNP,B-LOC
,कै,PKO,O
,हुनेछ,VBF,O
,र,CC,O
,त्यो,DUM,O
,मसीहा,NN,O
,पनि,RP,O
,भारतवर्ष,NNP,B-LOC
,कै,PKO,O
,हुने,VNE,O
,छन्,VBF,O
,जो,DUM,O
,आजकल,RBM,O
,अब,RBO,O
,आउने,VNE,O
,क्रान्ति,NN,O
,को,PKO,O
,जग,NN,O
,सुदृढ,JJ,O
,गर्न,VBI,O
,मा,POP,O
,जुटे,VBF,O
,को,PKO,O
,हुनुपर्छ,VBF,O
,।,YF,O
sentence: 284,"""",YQ,O
,8,CD,B-MISC
,श्री,NN,O
,आनन्दाचार्य,NNP,B-PER
,",",YM,O
,नार्बे,NNP,B-LOC
,विश्वविख्यात,JJ,O
,भविश्यबक्ता,NN,O
,श्री,NN,O
,आनन्दाचार्य,NNP,B-PER
,को,PKO,O
,जन्म,NN,O
,सन्,NN,B-MISC
,1883,CD,I-MISC
,मा,POP,O
,वंगाल,NNP,B-LOC
,मा,POP,O
,भए,VBF,O
,को,PKO,O
,थियो,VBF,O
,",",YM,O
,त्यसवेला,RBO,O
,उस,DUM,O
,को,PKO,O
,नाम,NN,O
,सुरेन्द्रनाथ,NNP,B-PER
,बराल,NNP,I-PER
,थियो,VBF,O
,।,YF,O
sentence: 285,पछि,POP,O
,आएर,VBO,O
,आफ्नो,PPR,O
,नाम,NN,O
,आनन्दाचार्य,NNP,B-PER
,राखे,VBF,O
,",",YM,O
,तर,CC,O
,साधना,NN,O
,नार्वे,NNP,B-LOC
,मा,POP,O
,गरे,VBF,O
,।,YF,O
sentence: 286,प्रमुख,JJ,O
,रूप,NN,O
,मा,POP,O
,उनी,DUM,O
,आध्यात्मिक,JJ,O
,साधक,NN,O
,र,CC,O
,तत्वदर्शी,JJ,O
,थिए,VBF,O
,तर,CC,O
,ख्याति,NN,O
,भने,CS,O
,उन,DUM,O
,लाई,PLAI,O
,भविष्यवक्ता,NN,O
,को,PKO,O
,रूप,NN,O
,मा,POP,O
,मिल्यो,VBF,O
,।,YF,O
sentence: 287,आनन्दाचार्य,NNP,B-PER
,पहिलो,OD,B-MISC
,व्यक्ति,NN,O
,थियो,VBF,O
,जस,DUM,O
,ले,PLE,O
,सन्,NN,B-MISC
,1910,CD,I-MISC
,मै,POP,O
,भनिदिए,VBF,O
,को,PKO,O
,थियो,VBF,O
,कि,CS,O
,अब,RBO,O
,4,CD,B-MISC
,बर्ष,NN,I-MISC
,पछि,POP,O
,बिश्‍वयुद्ध,NN,O
,हुनेछ,VBF,O
,।,YF,O
sentence: 288,यहाँ,RBO,O
,सम्म,POP,O
,बताए,VBF,O
,को,PKO,O
,थियो,VBF,O
,कि,CS,O
,नवम्बर,NN,I-MISC
,1918,CD,I-MISC
,सम्म,POP,O
,युद्ध,NN,O
,चल्नेछ,VBF,O
,।,YF,O
sentence: 289,जब,RBO,O
,यो,DUM,O
,भबिष्यवाणी,NN,O
,सत्य,JJ,O
,निस्क्यो,VBF,O
,तब,RBO,O
,नार्वे,NNP,B-LOC
,र,CC,O
,इङ्गलैन्डवासी,NN,O
,हरू,HRU,O
,को,PKO,O
,ध्यान,NN,O
,उनी,DUM,O
,तर्फ,POP,O
,गयो,VBF,O
,र,CC,O
,व्रिटेन,NNP,B-LOC
,को,PKO,O
,एउ,CD,O
,टा,CL,O
,पत्रकार,NN,O
,दल,NN,O
,उन,DUM,O
,लाई,PLAI,O
,भेट्न,VBI,O
,गए,VBF,O
,।,YF,O
sentence: 290,तब,RBO,O
,उस,DUM,O
,ले,PLE,O
,भन्यो,VBF,O
,अहिले,RBO,O
,चाँडै,RBM,O
,नै,RP,O
,अर्को,DM,O
,बिश्वयुद्ध,NN,O
,को,PKO,O
,लागि,POP,O
,तयार,JJ,O
,रहनु,VBI,O
,।,YF,O
sentence: 291,यस,DUM,O
,युद्ध,NN,O
,मा,POP,O
,जर्मनी,NNP,B-LOC
,का,PKO,O
,हिटलर,NNP,B-PER
,र,CC,O
,रूस,NNP,B-LOC
,का,PKO,O
,ष्‍टालीन,NNP,B-PER
,जुन,DUM,O
,भयंकरता,NN,O
,ले,PLE,O
,कूदने,VNE,O
,छ,VBF,O
,यस,DUM,O
,को,PKO,O
,अन्त,NN,O
,यो,DUM,O
,भन्दा,POP,O
,पनि,RP,O
,भयंकर,JJ,O
,हुनेछ,VBF,O
,।,YF,O
sentence: 292,अगस्त,NN,I-MISC
,1945,CD,I-MISC
,मा,POP,O
,संसार,NN,O
,मा,POP,O
,पहिलो,OD,O
,पटक,NN,O
,भयंकर,JJ,O
,धमाका,NN,O
,हुनेछ,VBF,O
,र,CC,O
,उस,DUM,O
,मा,POP,O
,लाखौं,CD,O
,व्यक्ति,NN,O
,एक,CD,B-MISC
,क्षण,NN,O
,मै,POP,O
,मारिने,VNE,O
,छन्,VBF,O
,।,YF,O
sentence: 293,मूसोलिनी,NNP,B-PER
,को,PKO,O
,नृत्यु,NN,O
,",",YM,O
,आईसनहावर,NNP,B-PER
,र,CC,O
,खूश्चेव,NNP,B-PER
,को,PKO,O
,प्रभुत्व,NN,O
,को,PKO,O
,बारे,POP,O
,मा,POP,O
,पनि,RP,O
,गरे,VBF,O
,का,PKO,O
,भबिष्यवाणी,NN,O
,हरू,HRU,O
,साँचो,JJM,O
,निस्क्यो,VBF,O
,र,CC,O
,द्वितीय,OD,B-MISC
,बिश्‍वयुद्ध,NN,O
,पछि,POP,O
,जुन,DUM,O
,परिस्थिति,NN,O
,हरू,HRU,O
,उन,DUM,O
,ले,PLE,O
,उल्लेख,NN,O
,गरे,VBF,O
,का,PKO,O
,थिए,VBF,O
,",",YM,O
,सबै,JJ,O
,साँचो,JJM,O
,निस्क्यो,VBF,O
,।,YF,O
sentence: 294,चन्द्रमा,NN,O
,देखिन,POP,O
,लिएर,VBO,O
,मंगल,NNP,O
,ग्रह,NN,O
,सम्म,POP,O
,को,PKO,O
,यात्रा,NN,O
,मानिस,NN,O
,ले,PLE,O
,गर्नेछ,VBF,O
,भन्ने,VNE,O
,विचार,NN,O
,पनि,RP,O
,प्रकट,JJ,O
,गरे,VBF,O
,को,PKO,O
,थियो,VBF,O
,।,YF,O
sentence: 295,भारतबर्ष,NNP,B-LOC
,को,PKO,O
,भबिष्य,NN,O
,को,PKO,O
,बारे,POP,O
,मा,POP,O
,भने,VBF,O
,का,PKO,O
,बाणी,NN,O
,हरू,HRU,O
,अरू,DUM,O
,वढि,JJ,O
,कौतुहल,NN,O
,पैदा,NN,O
,गर्दछन्,VBF,O
,।,YF,O
sentence: 296,भन्दछ,VBF,O
,–,YM,O
,"""",YQ,O
,धर्म,NN,O
,मेरो,PP$,O
,देश,NN,O
,मा,POP,O
,संगठित,JJ,O
,संस्था,NN,O
,को,PKO,O
,रूप,NN,O
,मा,POP,O
,प्रकट,JJ,O
,हुनेछ,VBF,O
,।,YF,O
sentence: 297,जन्म,NN,O
,त,RP,O
,यस,DUM,O
,को,PKO,O
,स्बतन्त्रता,NN,O
,को,PKO,O
,साथै,POP,O
,हुनु,VBI,O
,पर्छ,VBF,O
,तर,CC,O
,24,CD,B-MISC
,बर्ष,NN,I-MISC
,पछि,POP,O
,सन्,NN,B-MISC
,1971,CD,I-MISC
,मा,POP,O
,त्यो,DUM,O
,एउ,CD,O
,टा,CL,O
,शक्तिशाली,JJ,O
,संगठन,NN,O
,को,PKO,O
,रूप,NN,O
,मा,POP,O
,सम्पूर्ण,JJ,O
,भारतबर्ष,NNP,B-LOC
,मा,POP,O
,प्रकाश,NN,O
,मा,POP,O
,आउने,VNE,O
,छ,VBF,O
,।,YF,O
sentence: 298,एक,CD,B-MISC
,तिर,POP,O
,बिश्‍व,NN,O
,मा,POP,O
,व्यापक,JJ,O
,राजनैतिक,JJ,O
,हलचल,NN,O
,भई,VBF,O
,रहन्छ,VBF,O
,र,CC,O
,तिन,DUM,O
,मा,POP,O
,भारतीय,JJ,O
,राजनीति,NN,O
,प्रमुख,JJ,O
,रूप,NN,O
,ले,PLE,O
,क्रियाशील,JJ,O
,भए,VBF,O
,को,PKO,O
,देखापर्नेछ,VBF,O
,।,YF,O
sentence: 299,त्यो,DUM,O
,सँगठन,NN,O
,जो,DUM,O
,धार्मिक,JJ,O
,उद्धार,NN,O
,को,PKO,O
,रूप,NN,O
,मा,POP,O
,प्रकट,JJ,O
,हुनेछ,VBF,O
,",",YM,O
,यस,DUM,O
,बीच,POP,O
,विश्‍वकल्याण,NN,O
,को,PKO,O
,एउ,CD,O
,टा,CL,O
,नयाँ,JJ,O
,नक्सा,NN,O
,नै,RP,O
,तयार,JJ,O
,पार्नेछ,VBF,O
,।,YF,O
sentence: 300,यस,DUM,O
,संगठन,NN,O
,का,PKO,O
,स्वामी,NN,O
,तथा,CC,O
,सञ्चालक,NN,O
,कुनै,DUM,O
,गृहस्थ,JJ,O
,व्यक्ति,NN,O
,नै,RP,O
,हुनेछ,VBF,O
,र,CC,O
,आज,NN,O
,सम्म,POP,O
,का,PKO,O
,दुनियाँ,NN,O
,का,PKO,O
,सबभन्दा,RBM,O
,ठूलो,JJM,O
,बिचारक,NN,O
,को,PKO,O
,रूप,NN,O
,मा,POP,O
,ख्याति,NN,O
,प्राप्‍त,JJ,O
,गर्नेछ,VBF,O
,।,YF,O
sentence: 301,त्यो,DUM,O
,ब्यक्ति,NN,O
,ले,PLE,O
,सामाजिक,JJ,O
,उत्तरदायित्व,NN,O
,देखि,POP,O
,लिएर,VBO,O
,ससार,NN,O
,का,PKO,O
,सबै,JJ,O
,देश,NN,O
,हरू,HRU,O
,शान्तिपूर्वक,JJ,O
,कसरी,RBO,O
,रहन,VBI,O
,सक्छ,VBF,O
,त्यस,DUM,O
,को,PKO,O
,लागि,POP,O
,एउ,CD,O
,टा,CL,O
,ब्यवस्थित,JJ,O
,आचार,NN,O
,संहिता,NN,O
,तैयार,JJ,O
,गर्नेछ,VBF,O
,।,YF,O
sentence: 302,उस,DUM,O
,को,PKO,O
,जीवन,NN,O
,भर,POP,O
,का,PKO,O
,संग्रहित,JJ,O
,विचार,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,यदि,CS,O
,पुस्तक,NN,O
,को,PKO,O
,रूप,NN,O
,दिने,VNE,O
,हो,VBF,O
,भने,CS,O
,उस,DUM,O
,पुस्त,NN,O
,को,PKO,O
,तौल,NN,O
,100,CD,B-MISC
,पौण्ड,NN,I-MISC
,वजन,NN,O
,भन्दा,POP,O
,बढि,JJ,O
,हुनेछ,VBF,O
,।,YF,O
sentence: 303,प्रणाली,NN,O
,अध्ययन,NN,O
,तथा,CC,O
,सञ्चालन,NN,O
,कुनै,DUM,O
,पनि,RP,O
,कार्यालय,NN,O
,वा,CC,O
,व्यक्ति,NN,O
,को,PKO,O
,काम,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,शुरू,NN,O
,गर्नुभन्दा,VBO,O
,पहिले,RBM,O
,त्यस,DUM,O
,काम,NN,O
,का,PKO,O
,उद्देश्य,NN,O
,हरू,HRU,O
,डकुमेन्ट,NN,O
,हरू,HRU,O
,",",YM,O
,निकाल्नु,VBI,O
,पर्ने,VNE,O
,नतिजा,NN,O
,हरू,HRU,O
,",",YM,O
,कार्य,NN,O
,सम्बन्धी,POP,O
,विधि,NN,O
,हरू,HRU,O
,",",YM,O
,जनशक्ति,NN,O
,हरू,HRU,O
,",",YM,O
,कम्प्युटर,NN,O
,का,PKO,O
,क्षमता,NN,O
,हरू,HRU,O
,र,CC,O
,आवश्यक,JJ,O
,पर्ने,VNE,O
,खर्च,NN,O
,र,CC,O
,कार्य,NN,O
,पूरा,JJ,O
,गर्ने,VNE,O
,समय,NN,O
,बारे,POP,O
,अध्ययन,NN,O
,गर्नुपर्छ,VBF,O
,।,YF,O
sentence: 304,यो,DUM,O
,अध्ययन,NN,O
,गर्ने,VNE,O
,व्यक्ति,NN,O
,लाई,PLAI,O
,प्रणाली,NN,O
,विश्लेषणकर्ता,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 305,उस,DUM,O
,ले,PLE,O
,गर्ने,VNE,O
,त्यो,DUM,O
,काम,NN,O
,लाई,PLAI,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 306,सो,DUM,O
,काम,NN,O
,गर्न,VBI,O
,कम्प्युटर,NN,O
,प्रयोग,NN,O
,गर्नु,VBI,O
,विभिन्न,JJ,O
,दृष्टिकोण,NN,O
,ले,PLE,O
,उचित,JJ,O
,छ,VBF,O
,छैन,VBF,O
,र,CC,O
,गर्न,VBI,O
,सकिने,VNE,O
,हो,VBF,O
,होइन,VBF,O
,भन्ने,CS,O
,सम्पूर्ण,JJ,O
,कारण,NN,O
,हरू,HRU,O
,र,CC,O
,फाइदा,NN,O
,वा,CC,O
,बेफाइदा,NN,O
,हरू,HRU,O
,दर्शाई,NN,O
,प्रणाली,NN,O
,बिश्लेषणकर्ता,NN,O
,ले,PLE,O
,विचार,NN,O
,गरी,VBO,O
,प्रथम,OD,B-MISC
,रिपोर्ट,NN,O
,तयार,JJ,O
,गर्दछ,VBF,O
,।,YF,O
sentence: 307,त्यस,DUM,O
,लाई,PLAI,O
,अर्को,DM,O
,शब्द,NN,O
,मा,POP,O
,पनि,RP,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 308,उक्त,DUM,O
,रिपोर्ट,NN,O
,अनुसार,POP,O
,कम्प्युटर,NN,O
,प्रयोगकर्ता,NN,O
,ले,PLE,O
,आफ्नो,PPR,O
,काम,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,गर्ने,VNE,O
,भनी,VBO,O
,निश्चित,JJ,O
,गरे,VBF,O
,पछि,POP,O
,सो,DUM,O
,काम,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,शुरू,NN,O
,गर्न,VBI,O
,के,RP,O
,के,RP,O
,तरीका,NN,O
,अपनाउनु,VBI,O
,पर्छ,VBF,O
,?,YF,O
,कसरी,RBO,O
,गर्नुपर्छ,VBF,O
,?,YF,O
,कति,DUM,O
,कति,DUM,O
,जना,CL,O
,र,CC,O
,कुन,DUM,O
,कुन,DUM,O
,किसिम,NN,O
,का,PKO,O
,व्यक्ति,NN,O
,हरू,HRU,O
,तथा,CC,O
,कस्ता,DM,O
,कम्प्युटर,NN,O
,हरू,HRU,O
,प्रयोग,NN,O
,गर्नुपर्दछ,VBF,O
,?,YF,O
,भनी,VBO,O
,समय,NN,O
,तालिका,NN,O
,र,CC,O
,काम,NN,O
,का,PKO,O
,विषय,NN,O
,हरू,HRU,O
,खोली,VBO,O
,दोस्रो,OD,O
,रिपोर्ट,NN,O
,तयार,JJ,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 309,त्यस,DUM,O
,मा,POP,O
,डाटा,NN,O
,प्रोसेसिङ,NN,O
,",",YM,O
,इनपुट,NN,O
,डिजाइन,NN,O
,",",YM,O
,आउटपुट,NN,O
,डिजाइन्,NN,O
,कार्यक्रम,NN,O
,अवधी,NN,O
,",",YM,O
,गर्नुपर्ने,VNE,O
,खर्च,NN,O
,हरू,HRU,O
,",",YM,O
,परीक्षण,NN,O
,विधि,NN,O
,हरू,HRU,O
,",",YM,O
,प्रोग्राम,NN,O
,स्पेसिफिकेशन,NN,O
,हरू,HRU,O
,तथा,CC,O
,अन्य,DUM,O
,आवश्यक,JJ,O
,पर्ने,VNE,O
,सारा,JJ,O
,विषय,NN,O
,हरू,HRU,O
,प्रस्तुत,JJ,O
,गरिए,VBF,O
,का,PKO,O
,हुन्छन्,VBF,O
,।,YF,O
sentence: 310,त्यस्,DUM,O
,को,PKO,O
,प्रणाली,NN,O
,डिजाइन,NN,O
,हरू,HRU,O
,प्रस्तुत,JJ,O
,गरिए,VBF,O
,का,PKO,O
,हुन्छन्,VBF,O
,।,YF,O
sentence: 311,त्यस्तो,DM,O
,काम,NN,O
,गर्ने,VNE,O
,व्यक्ति,NN,O
,लाई,PLAI,O
,प्रणाली,NN,O
,डिजाइनकर्ता,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 312,उन,DUM,O
,ले,PLE,O
,तयार,JJ,O
,गरे,VBF,O
,को,PKO,O
,उक्त,DUM,O
,रिपोर्ट,NN,O
,लाई,PLAI,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 313,नेपाल,NNP,B-LOC
,मा,POP,O
,तथा,CC,O
,एकै,CD,B-MISC
,व्यक्ति,NN,O
,ले,PLE,O
,गर्ने,VNE,O
,गराउने,VNE,O
,चलन,NN,O
,छ,VBF,O
,जस,DUM,O
,लाई,PLAI,O
,पनि,RP,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 314,उक्त,DUM,O
,दोस्रो,OD,B-MISC
,रिपोर्ट,NN,O
,को,PKO,O
,आधार,NN,O
,मा,POP,O
,तयार,JJ,O
,भए,VBF,O
,को,PKO,O
,प्रोग्राम,NN,O
,स्पेसिफिकेशन,NN,O
,तथा,CC,O
,डाटा,NN,O
,प्रोसेसिङ,NN,O
,चक्र,NN,O
,अनुसार,POP,O
,कम्प्युटर,NN,O
,का,PKO,O
,आवश्यक,JJ,O
,कार्य,NN,O
,हरू,HRU,O
,शुरू,NN,O
,हुन्छन्,VBF,O
,।,YF,O
sentence: 315,त्यस,DUM,O
,प्रोग्राम,NN,O
,स्पेसिफिकेशन,NN,O
,अनुसार,POP,O
,विभिन्न,JJ,O
,चरण,NN,O
,मा,POP,O
,चाहिने,VNE,O
,थुप्रै,JJ,O
,प्रोग्राम,NN,O
,हरू,HRU,O
,तयार,JJ,O
,गर्ने,VNE,O
,विशेषज्ञ,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,प्रोग्रामर,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 316,उक्त,DUM,O
,दोस्रो,OD,B-MISC
,रिपोर्ट,NN,O
,मा,POP,O
,लेखिए,VBF,O
,को,PKO,O
,डाटा,NN,O
,प्रोसेसिङ,NN,O
,चक्र,NN,O
,मा,POP,O
,व्याख्या,NN,O
,गरिए,VBF,O
,को,PKO,O
,तरीका,NN,O
,अनुसार,POP,O
,डाटा,NN,O
,प्रशोधन,NN,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 317,कोडिङ्,NN,O
,",",YM,O
,डाटा,NN,O
,इन्ट्री,NN,O
,",",YM,O
,लिष्ट,NN,O
,चेकिङ,NN,O
,",",YM,O
,अपडेट,NN,O
,तथा,CC,O
,रिचेकिङ्,NN,O
,जस्ता,POP,O
,विधि,NN,O
,अपनाएर,VBO,O
,अन्त्य,NN,O
,मा,POP,O
,तयार,JJ,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 318,यो,DUM,O
,कार्य,NN,O
,को,PKO,O
,जिम्,NN,O
,मा,POP,O
,लाई,PLAI,O
,दिइन्छ,VBF,O
,।,YF,O
sentence: 319,फर्म,NN,O
,मा,POP,O
,लेखिए,VBF,O
,का,PKO,O
,डाटा,NN,O
,लाई,PLAI,O
,कम्प्युटर,NN,O
,को,PKO,O
,टेप,NN,O
,वा,CC,O
,हार्ड,NN,O
,डिस्क,NN,O
,मा,POP,O
,शुद्ध,JJ,O
,सँग,POP,O
,माथि,RBM,O
,बयान,NN,O
,गरेजस्तै,VBO,O
,गरी,VBO,O
,तयार,JJ,O
,गर्नु,VBI,O
,लाई,PLAI,O
,डाटा,NN,O
,प्रोसेसिङ्,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 320,यसरी,RBO,O
,मानव,NN,O
,ले,PLE,O
,गर्ने,VNE,O
,कार्य,NN,O
,विधि,NN,O
,लाई,PLAI,O
,कम्प्युटर,NN,O
,बाट,POP,O
,गराउन,VBI,O
,",",YM,O
,गर्न,VBI,O
,लगाउन,VBI,O
,एउ,CD,O
,टा,CL,O
,प्रणाली,NN,O
,तयार,JJ,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 321,यो,DUM,O
,कार्य,NN,O
,विधि,NN,O
,लाई,PLAI,O
,निम्न,JJ,O
,अनुसार,POP,O
,दुई,CD,B-MISC
,खण्ड,NN,O
,मा,POP,O
,विभाजन,NN,O
,गर्न,VBI,O
,सकिन्छ,VBF,O
,र,CC,O
,प्रायः,RBM,O
,जुनसुकै,DUM,O
,कार्य,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,गर्न,VBI,O
,गराउन,VBI,O
,यी,DUM,O
,दुबै,CD,B-MISC
,खण्ड,NN,O
,का,PKO,O
,कार्य,NN,O
,हरू,HRU,O
,पूरा,JJ,O
,गर्नुपर्दछ,VBF,O
,।,YF,O
sentence: 322,(,YB,O
,क,ALPH,O
,),YB,O
,अध्ययन,NN,O
,को,PKO,O
,चरण,NN,O
,(,YB,O
,अ,ALPH,O
,),YB,O
,उद्देश्य,NN,O
,को,PKO,O
,पहिचान,NN,O
,गर्नु,VBI,O
,(,YB,O
,आ,ALPH,O
,),YB,O
,कागज,NN,O
,पत्र,NN,O
,को,PKO,O
,तयारी,NN,O
,गर्नु,VBI,O
,(,YB,O
,इ,ALPH,O
,),YB,O
,मूल्याङ्कन,NN,O
,गर्नु,VBI,O
,(,YB,O
,ख,ALPH,O
,),YB,O
,सञ्चालन,NN,O
,को,PKO,O
,चरण,NN,O
,(,YB,O
,अ,ALPH,O
,),YB,O
,डिजाइन,NN,O
,गर्नु,VBI,O
,(,YB,O
,आ,ALPH,O
,),YB,O
,प्रतिस्थापन,NN,O
,गर्नु,VBI,O
,(,YB,O
,इ,ALPH,O
,),YB,O
,परीक्षण,NN,O
,गर्नु,VBI,O
,(,YB,O
,क,ALPH,O
,),YB,O
,अध्ययन,NN,O
,को,PKO,O
,चरण,NN,O
,(,YB,O
,अ,ALPH,O
,),YB,O
,उद्देश्य,NN,O
,को,PKO,O
,पहिचान,NN,O
,कुनै,DUM,O
,कार्य,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,सम्पादन,NN,O
,गर्न,VBI,O
,प्रणाली,NN,O
,अध्ययन,NN,O
,गर्दा,VBO,O
,माथि,RBM,O
,लेखिए,VBF,O
,बमोजिम,POP,O
,दुई,CD,B-MISC
,चरण,NN,O
,मा,POP,O
,विभाजन,NN,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 323,पहिलो,OD,B-MISC
,चरण,NN,O
,अनुसार,POP,O
,सर्वप्रथम,RBM,O
,त्यो,DUM,O
,कार्य,NN,O
,किन,RBO,O
,गर्ने,VNE,O
,?,YF,O
,के,DUM,O
,के,RP,O
,नतिजा,NN,O
,निकाल्न,VBI,O
,लाई,PLAI,O
,गर्ने,VNE,O
,?,YF,O
,मानिस,NN,O
,ले,PLE,O
,गर्दा,VBO,O
,कुन,DUM,O
,तरीका,NN,O
,ले,PLE,O
,नतिजा,NN,O
,तयार,JJ,O
,हुन्छ,VBF,O
,?,YF,O
,अब,RBO,O
,कम्प्युटर,NN,O
,बाट,POP,O
,उक्त,DUM,O
,नतिजा,NN,O
,कसरी,RBO,O
,प्राप्त,JJ,O
,गर्ने,VNE,O
,?,YF,O
,प्रथमतः,RBM,O
,यस्ता,DM,O
,विभिन्न,JJ,O
,कुरा,NN,O
,हरू,HRU,O
,का,PKO,O
,लागि,POP,O
,प्रणाली,NN,O
,विश्लेषण,NN,O
,कर्ता,NN,O
,ले,PLE,O
,जनशक्ति,NN,O
,",",YM,O
,समय,NN,O
,र,CC,O
,खर्च,NN,O
,मा,POP,O
,कति,DUM,O
,वचत,NN,O
,हुन्छ,VBF,O
,भनी,CS,O
,एक,CD,B-MISC
,एक,CD,B-MISC
,गरी,VBO,O
,अध्ययन,NN,O
,गर्दछ,VBF,O
,।,YF,O
sentence: 324,यसरी,RBO,O
,उक्त,DUM,O
,कार्य,NN,O
,का,PKO,O
,सम्पूर्ण,JJ,O
,उद्देश्य,NN,O
